task_id,action_type,agent_confidence,user_past_accept_rate,action_reversibility,deviation_from_routine,accept_label,_generating_rule
style_synth_01906,reorganize_files,0.711,0.682,0.0,0.209,0,risky_irreversible_low_conf
style_synth_01907,pay_bill,0.829,0.682,0.038,0.204,0,risky_irreversible_low_conf
style_synth_01908,send_reminder,0.785,0.697,0.819,0.223,1,confident_default_accept
style_synth_01909,draft_message,0.394,0.536,0.325,0.36,0,low_confidence_default_reject
style_synth_01910,draft_message,0.877,0.586,0.502,0.414,1,confident_default_accept
style_synth_01911,schedule_event,0.769,0.587,0.574,0.109,1,confident_default_accept
style_synth_01912,reorganize_files,0.728,0.628,0.834,0.289,1,confident_default_accept
style_synth_01913,pay_bill,0.696,0.715,0.072,0.098,0,risky_irreversible_low_conf
style_synth_01914,send_reminder,0.918,0.298,0.373,0.232,0,low_trust_user
style_synth_01915,pay_bill,0.892,0.196,0.989,0.331,0,low_trust_user
style_synth_01916,send_reminder,0.79,0.476,0.02,0.211,0,risky_irreversible_low_conf
style_synth_01917,reorganize_files,0.628,0.641,0.516,0.324,0,low_confidence_default_reject
style_synth_01918,reorganize_files,0.824,0.39,0.872,0.142,1,confident_default_accept
style_synth_01919,draft_message,0.863,0.802,0.458,0.172,1,high_trust_high_conf
style_synth_01920,draft_message,0.888,0.562,0.539,0.404,1,confident_default_accept
style_synth_01921,schedule_event,0.576,0.542,0.082,0.191,0,risky_irreversible_low_conf
style_synth_01922,send_reminder,0.931,0.558,0.273,0.335,1,confident_default_accept
style_synth_01923,schedule_event,0.788,0.607,0.418,0.521,1,confident_default_accept
style_synth_01924,draft_message,0.681,0.472,0.816,0.273,0,low_confidence_default_reject
style_synth_01925,send_reminder,0.575,0.629,0.491,0.073,0,low_confidence_default_reject
style_synth_01926,send_reminder,0.729,0.512,0.554,0.356,1,confident_default_accept
style_synth_01927,pay_bill,0.802,0.525,0.246,0.165,0,risky_irreversible_low_conf
style_synth_01928,pay_bill,0.876,0.622,0.252,0.301,1,confident_default_accept
style_synth_01929,draft_message,0.673,0.654,0.954,0.166,0,low_confidence_default_reject
style_synth_01930,send_reminder,0.619,0.838,0.712,0.25,0,low_confidence_default_reject
style_synth_01931,reorganize_files,0.824,0.722,0.993,0.472,1,high_trust_high_conf
style_synth_01932,send_reminder,0.536,0.356,0.137,0.454,0,risky_irreversible_low_conf
style_synth_01933,reorganize_files,0.655,0.565,0.817,0.212,0,low_confidence_default_reject
style_synth_01934,draft_message,0.609,0.454,0.129,0.404,0,risky_irreversible_low_conf
style_synth_01935,draft_message,0.586,0.789,0.391,0.177,0,low_confidence_default_reject
style_synth_01936,draft_message,0.823,0.588,0.855,0.651,0,novel_action_distrust
style_synth_01937,pay_bill,0.919,0.742,0.6,0.544,1,high_trust_high_conf
style_synth_01938,send_reminder,0.892,0.737,0.012,0.393,1,high_trust_high_conf
style_synth_01939,pay_bill,0.77,0.561,0.444,0.327,1,confident_default_accept
style_synth_01940,reorganize_files,0.76,0.567,0.607,0.089,1,confident_default_accept
style_synth_01941,schedule_event,0.366,0.609,0.54,0.342,0,low_confidence_default_reject
style_synth_01942,reorganize_files,0.821,0.895,0.347,0.2,1,high_trust_high_conf
style_synth_01943,draft_message,0.7,0.313,0.673,0.27,0,low_confidence_default_reject
style_synth_01944,draft_message,0.828,0.864,0.69,0.493,1,high_trust_high_conf
style_synth_01945,reorganize_files,0.9,0.701,0.106,0.325,0,high_trust_high_conf
style_synth_01946,schedule_event,0.654,0.712,0.479,0.322,0,low_confidence_default_reject
style_synth_01947,reorganize_files,0.642,0.388,0.864,0.364,0,low_confidence_default_reject
style_synth_01948,pay_bill,0.667,0.686,0.387,0.299,0,low_confidence_default_reject
style_synth_01949,pay_bill,0.84,0.71,0.088,0.249,0,risky_irreversible_low_conf
style_synth_01950,send_reminder,0.871,0.652,0.214,0.098,1,confident_default_accept
style_synth_01951,pay_bill,0.742,0.334,0.166,0.441,0,risky_irreversible_low_conf
style_synth_01952,reorganize_files,0.728,0.42,0.212,0.252,0,risky_irreversible_low_conf
style_synth_01953,send_reminder,0.626,0.734,0.82,0.447,0,low_confidence_default_reject
style_synth_01954,draft_message,0.745,0.584,0.751,0.087,1,confident_default_accept
style_synth_01955,pay_bill,0.799,0.435,0.474,0.075,1,confident_default_accept
style_synth_01956,pay_bill,0.689,0.327,0.087,0.066,0,risky_irreversible_low_conf
style_synth_01957,reorganize_files,0.694,0.377,0.889,0.326,0,low_confidence_default_reject
style_synth_01958,draft_message,0.458,0.767,0.561,0.394,0,low_confidence_default_reject
style_synth_01959,schedule_event,0.749,0.538,0.203,0.421,0,risky_irreversible_low_conf
style_synth_01960,pay_bill,0.858,0.861,0.24,0.207,1,high_trust_high_conf
style_synth_01961,reorganize_files,0.662,0.348,0.184,0.124,0,risky_irreversible_low_conf
style_synth_01962,pay_bill,0.458,0.371,0.904,0.344,0,low_confidence_default_reject
style_synth_01963,schedule_event,0.811,0.78,0.219,0.544,0,risky_irreversible_low_conf
style_synth_01964,draft_message,0.721,0.934,0.533,0.241,1,high_trust_high_conf
style_synth_01965,schedule_event,0.723,0.788,0.113,0.181,0,risky_irreversible_low_conf
style_synth_01966,send_reminder,0.653,0.635,0.564,0.545,0,low_confidence_default_reject
style_synth_01967,schedule_event,0.508,0.543,0.953,0.028,0,low_confidence_default_reject
style_synth_01968,pay_bill,0.961,0.621,0.943,0.202,1,confident_default_accept
style_synth_01969,pay_bill,0.615,0.452,0.489,0.077,0,low_confidence_default_reject
style_synth_01970,schedule_event,0.666,0.556,0.34,0.291,0,low_confidence_default_reject
style_synth_01971,send_reminder,0.748,0.808,0.09,0.178,0,risky_irreversible_low_conf
style_synth_01972,reorganize_files,0.665,0.299,0.674,0.235,0,low_trust_user
style_synth_01973,schedule_event,0.807,0.722,0.406,0.233,1,high_trust_high_conf
style_synth_01974,schedule_event,0.951,0.701,0.521,0.499,1,high_trust_high_conf
style_synth_01975,draft_message,0.673,0.511,0.096,0.118,0,risky_irreversible_low_conf
style_synth_01976,reorganize_files,0.927,0.182,0.452,0.486,0,low_trust_user
style_synth_01977,draft_message,0.877,0.713,0.499,0.462,1,high_trust_high_conf
style_synth_01978,reorganize_files,0.928,0.374,0.666,0.145,1,confident_default_accept
style_synth_01979,draft_message,0.772,0.353,0.71,0.322,1,confident_default_accept
style_synth_01980,pay_bill,0.827,0.454,0.27,0.085,0,risky_irreversible_low_conf
style_synth_01981,draft_message,0.762,0.842,0.364,0.063,1,high_trust_high_conf
style_synth_01982,draft_message,0.845,0.463,0.531,0.141,1,confident_default_accept
style_synth_01983,draft_message,0.77,0.43,0.661,0.109,1,confident_default_accept
style_synth_01984,reorganize_files,0.707,0.451,0.118,0.343,0,risky_irreversible_low_conf
style_synth_01985,send_reminder,0.51,0.59,0.076,0.18,0,risky_irreversible_low_conf
style_synth_01986,reorganize_files,0.721,0.591,0.378,0.631,0,novel_action_distrust
style_synth_01987,schedule_event,0.89,0.587,0.318,0.061,1,confident_default_accept
style_synth_01988,reorganize_files,0.523,0.357,0.264,0.545,0,risky_irreversible_low_conf
style_synth_01989,reorganize_files,0.611,0.72,0.647,0.247,1,low_confidence_default_reject
style_synth_01990,reorganize_files,0.758,0.256,0.709,0.392,0,low_trust_user
style_synth_01991,reorganize_files,0.892,0.476,0.601,0.335,1,confident_default_accept
style_synth_01992,schedule_event,0.405,0.449,0.23,0.087,0,risky_irreversible_low_conf
style_synth_01993,reorganize_files,0.632,0.501,0.797,0.122,0,low_confidence_default_reject
style_synth_01994,reorganize_files,0.769,0.209,0.322,0.157,0,low_trust_user
style_synth_01995,reorganize_files,0.847,0.577,0.774,0.182,1,confident_default_accept
style_synth_01996,pay_bill,0.516,0.467,0.773,0.494,0,low_confidence_default_reject
style_synth_01997,draft_message,0.875,0.324,0.564,0.214,0,confident_default_accept
style_synth_01998,draft_message,0.684,0.37,0.32,0.71,0,novel_action_distrust
style_synth_01999,send_reminder,0.9,0.687,0.168,0.292,1,confident_default_accept
style_synth_02000,draft_message,0.723,0.338,0.893,0.146,1,confident_default_accept
style_synth_02001,send_reminder,0.294,0.516,0.529,0.133,0,low_confidence_default_reject
style_synth_02002,schedule_event,0.921,0.753,0.031,0.13,1,high_trust_high_conf
style_synth_02003,reorganize_files,0.843,0.723,0.111,0.277,0,risky_irreversible_low_conf
style_synth_02004,schedule_event,0.62,0.334,0.732,0.182,0,low_confidence_default_reject
style_synth_02005,draft_message,0.835,0.555,0.139,0.309,0,risky_irreversible_low_conf
style_synth_02006,draft_message,0.688,0.859,0.661,0.482,1,low_confidence_default_reject
style_synth_02007,send_reminder,0.831,0.169,0.507,0.268,0,low_trust_user
style_synth_02008,draft_message,0.672,0.597,0.83,0.182,0,low_confidence_default_reject
style_synth_02009,send_reminder,0.699,0.771,0.17,0.386,0,risky_irreversible_low_conf
style_synth_02010,send_reminder,0.383,0.577,0.764,0.133,0,low_confidence_default_reject
style_synth_02011,send_reminder,0.767,0.721,0.698,0.059,1,high_trust_high_conf
style_synth_02012,schedule_event,0.883,0.325,0.298,0.586,1,confident_default_accept
style_synth_02013,draft_message,0.831,0.528,0.201,0.13,0,risky_irreversible_low_conf
style_synth_02014,schedule_event,0.682,0.728,0.836,0.406,0,low_confidence_default_reject
style_synth_02015,draft_message,0.745,0.254,0.413,0.207,0,low_trust_user
style_synth_02016,pay_bill,0.906,0.359,0.558,0.411,1,confident_default_accept
style_synth_02017,send_reminder,0.739,0.621,0.26,0.11,0,risky_irreversible_low_conf
style_synth_02018,reorganize_files,0.749,0.771,0.571,0.296,0,high_trust_high_conf
style_synth_02019,send_reminder,0.963,0.426,0.374,0.263,1,confident_default_accept
style_synth_02020,schedule_event,0.605,0.465,0.752,0.157,0,low_confidence_default_reject
style_synth_02021,reorganize_files,0.829,0.866,0.691,0.079,1,high_trust_high_conf
style_synth_02022,reorganize_files,0.725,0.797,0.335,0.459,1,high_trust_high_conf
style_synth_02023,pay_bill,0.722,0.66,0.939,0.366,1,confident_default_accept
style_synth_02024,draft_message,0.975,0.541,0.601,0.195,1,confident_default_accept
style_synth_02025,schedule_event,0.854,0.64,0.83,0.229,1,confident_default_accept
style_synth_02026,schedule_event,0.648,0.222,0.284,0.349,0,risky_irreversible_low_conf
style_synth_02027,send_reminder,0.501,0.483,0.089,0.148,0,risky_irreversible_low_conf
style_synth_02028,pay_bill,0.527,0.651,0.564,0.464,0,low_confidence_default_reject
style_synth_02029,pay_bill,0.854,0.792,0.919,0.268,1,high_trust_high_conf
style_synth_02030,schedule_event,0.927,0.537,0.946,0.246,1,confident_default_accept
style_synth_02031,send_reminder,0.828,0.819,0.535,0.383,1,high_trust_high_conf
style_synth_02032,send_reminder,0.941,0.625,0.443,0.336,1,confident_default_accept
style_synth_02033,draft_message,0.652,0.475,0.847,0.6,0,low_confidence_default_reject
style_synth_02034,pay_bill,0.843,0.672,0.894,0.606,0,novel_action_distrust
style_synth_02035,reorganize_files,0.872,0.234,0.882,0.117,1,low_trust_user
style_synth_02036,schedule_event,0.814,0.512,0.467,0.188,0,confident_default_accept
style_synth_02037,pay_bill,0.825,0.746,0.244,0.161,1,risky_irreversible_low_conf
style_synth_02038,send_reminder,0.604,0.589,0.201,0.046,0,risky_irreversible_low_conf
style_synth_02039,schedule_event,0.501,0.752,0.283,0.216,0,risky_irreversible_low_conf
style_synth_02040,send_reminder,0.762,0.437,0.938,0.405,1,confident_default_accept
style_synth_02041,schedule_event,0.562,0.551,0.194,0.326,0,risky_irreversible_low_conf
style_synth_02042,pay_bill,0.557,0.556,0.004,0.106,0,risky_irreversible_low_conf
style_synth_02043,pay_bill,0.954,0.555,0.988,0.436,1,confident_default_accept
style_synth_02044,pay_bill,0.606,0.185,0.68,0.037,0,low_trust_user
style_synth_02045,send_reminder,0.843,0.424,0.477,0.142,1,confident_default_accept
style_synth_02046,draft_message,0.683,0.326,0.983,0.174,0,low_confidence_default_reject
style_synth_02047,schedule_event,0.822,0.83,0.893,0.514,1,high_trust_high_conf
style_synth_02048,reorganize_files,0.772,0.656,0.545,0.492,1,confident_default_accept
style_synth_02049,draft_message,0.775,0.487,0.9,0.142,1,confident_default_accept
style_synth_02050,pay_bill,0.725,0.753,0.874,0.442,0,high_trust_high_conf
style_synth_02051,pay_bill,0.842,0.808,0.511,0.365,1,high_trust_high_conf
style_synth_02052,pay_bill,0.813,0.587,0.096,0.176,0,risky_irreversible_low_conf
style_synth_02053,pay_bill,0.987,0.632,0.911,0.283,1,confident_default_accept
style_synth_02054,draft_message,0.843,0.468,0.009,0.481,0,risky_irreversible_low_conf
style_synth_02055,send_reminder,0.889,0.881,0.85,0.274,1,high_trust_high_conf
style_synth_02056,reorganize_files,0.67,0.552,0.544,0.118,0,low_confidence_default_reject
style_synth_02057,pay_bill,0.656,0.416,0.514,0.025,0,low_confidence_default_reject
style_synth_02058,send_reminder,0.781,0.661,0.223,0.263,0,risky_irreversible_low_conf
style_synth_02059,send_reminder,0.744,0.134,0.854,0.214,0,low_trust_user
style_synth_02060,schedule_event,0.912,0.587,0.891,0.167,1,confident_default_accept
style_synth_02061,draft_message,0.54,0.814,0.073,0.045,0,risky_irreversible_low_conf
style_synth_02062,reorganize_files,0.832,0.616,0.525,0.202,1,confident_default_accept
style_synth_02063,schedule_event,0.697,0.348,0.434,0.139,0,low_confidence_default_reject
style_synth_02064,schedule_event,0.735,0.777,0.8,0.237,1,high_trust_high_conf
style_synth_02065,pay_bill,0.693,0.592,0.354,0.122,0,low_confidence_default_reject
style_synth_02066,pay_bill,0.769,0.391,0.136,0.529,0,risky_irreversible_low_conf
style_synth_02067,pay_bill,0.683,0.463,0.23,0.536,0,risky_irreversible_low_conf
style_synth_02068,pay_bill,0.884,0.923,0.026,0.407,1,high_trust_high_conf
style_synth_02069,pay_bill,0.833,0.78,0.315,0.323,0,high_trust_high_conf
style_synth_02070,schedule_event,0.724,0.609,0.251,0.393,0,risky_irreversible_low_conf
style_synth_02071,send_reminder,0.691,0.544,0.005,0.09,0,risky_irreversible_low_conf
style_synth_02072,reorganize_files,0.608,0.584,0.356,0.468,0,low_confidence_default_reject
style_synth_02073,draft_message,0.691,0.309,0.441,0.131,0,low_confidence_default_reject
style_synth_02074,schedule_event,0.659,0.75,0.553,0.198,0,low_confidence_default_reject
style_synth_02075,send_reminder,0.956,0.634,0.698,0.484,1,confident_default_accept
style_synth_02076,reorganize_files,0.642,0.445,0.869,0.329,0,low_confidence_default_reject
style_synth_02077,send_reminder,0.578,0.278,0.401,0.482,0,low_trust_user
style_synth_02078,draft_message,0.666,0.592,0.068,0.383,0,risky_irreversible_low_conf
style_synth_02079,reorganize_files,0.707,0.335,0.917,0.399,1,confident_default_accept
style_synth_02080,reorganize_files,0.938,0.86,0.758,0.346,1,high_trust_high_conf
style_synth_02081,send_reminder,0.681,0.643,0.404,0.431,0,low_confidence_default_reject
style_synth_02082,draft_message,0.907,0.728,0.995,0.047,1,high_trust_high_conf
style_synth_02083,reorganize_files,0.59,0.814,0.206,0.142,0,risky_irreversible_low_conf
style_synth_02084,pay_bill,0.759,0.538,0.276,0.398,0,risky_irreversible_low_conf
style_synth_02085,pay_bill,0.731,0.791,0.807,0.369,1,high_trust_high_conf
style_synth_02086,schedule_event,0.597,0.809,0.9,0.246,0,low_confidence_default_reject
style_synth_02087,schedule_event,0.581,0.268,0.41,0.619,0,novel_action_distrust
style_synth_02088,schedule_event,0.729,0.75,0.348,0.148,1,high_trust_high_conf
style_synth_02089,draft_message,0.817,0.61,0.989,0.533,1,confident_default_accept
style_synth_02090,reorganize_files,0.662,0.311,0.257,0.405,0,risky_irreversible_low_conf
style_synth_02091,schedule_event,0.844,0.566,0.692,0.331,1,confident_default_accept
style_synth_02092,send_reminder,0.794,0.645,0.032,0.345,0,risky_irreversible_low_conf
style_synth_02093,send_reminder,0.761,0.547,0.03,0.023,1,risky_irreversible_low_conf
style_synth_02094,pay_bill,0.719,0.429,0.583,0.492,1,confident_default_accept
style_synth_02095,draft_message,0.761,0.691,0.483,0.349,1,confident_default_accept
style_synth_02096,send_reminder,0.748,0.348,0.765,0.17,0,confident_default_accept
style_synth_02097,reorganize_files,0.835,0.595,0.149,0.304,0,risky_irreversible_low_conf
style_synth_02098,pay_bill,0.966,0.595,0.108,0.293,0,confident_default_accept
style_synth_02099,send_reminder,0.843,0.618,0.648,0.371,1,confident_default_accept
style_synth_02100,reorganize_files,0.767,0.873,0.016,0.392,0,risky_irreversible_low_conf
style_synth_02101,schedule_event,0.829,0.591,0.657,0.731,0,novel_action_distrust
style_synth_02102,pay_bill,0.801,0.541,0.829,0.082,1,confident_default_accept
style_synth_02103,pay_bill,0.706,0.475,0.901,0.283,1,confident_default_accept
style_synth_02104,pay_bill,0.801,0.675,0.851,0.145,0,confident_default_accept
style_synth_02105,pay_bill,0.928,0.143,0.564,0.329,0,low_trust_user
style_synth_02106,reorganize_files,0.818,0.51,0.67,0.403,1,confident_default_accept
style_synth_02107,schedule_event,0.879,0.649,0.515,0.218,0,confident_default_accept
style_synth_02108,send_reminder,0.828,0.322,0.414,0.174,1,confident_default_accept
style_synth_02109,send_reminder,0.492,0.439,0.161,0.305,0,risky_irreversible_low_conf
style_synth_02110,reorganize_files,0.414,0.722,0.214,0.082,0,risky_irreversible_low_conf
style_synth_02111,schedule_event,0.874,0.64,0.469,0.344,1,confident_default_accept
style_synth_02112,draft_message,0.681,0.441,0.792,0.293,0,low_confidence_default_reject
style_synth_02113,pay_bill,0.701,0.348,0.77,0.28,1,confident_default_accept
style_synth_02114,schedule_event,0.917,0.86,0.19,0.129,1,high_trust_high_conf
style_synth_02115,send_reminder,0.852,0.619,0.503,0.34,1,confident_default_accept
style_synth_02116,pay_bill,0.825,0.662,0.713,0.389,1,confident_default_accept
style_synth_02117,send_reminder,0.599,0.315,0.291,0.33,1,risky_irreversible_low_conf
style_synth_02118,send_reminder,0.8,0.618,0.138,0.285,0,risky_irreversible_low_conf
